drug1;drug2
donepezil;trazodone
donepezil;trifluoperazine
donepezil;triflupromazine
donepezil;trihexyphenidyl
donepezil;trimeprazine
donepezil;trimethobenzamide
donepezil;trimipramine
donepezil;tripelennamine
donepezil;triprolidine
donepezil;trospium
donepezil;ziprasidone
donepezil;zuclopenthixol
propantheline;donepezil
propantheline;galantamine
propantheline;haloperidol
propantheline;tacrine
propantheline;trimethobenzamide
propantheline;triprolidine
propantheline;trospium
mazindol;acetophenazine
mazindol;chlorpromazine
mazindol;ethopropazine
mazindol;fluoxetine
mazindol;fluphenazine
mazindol;fluvoxamine
mazindol;guanethidine
mazindol;isocarboxazid
mazindol;mesoridazine
mazindol;methdilazine
mazindol;methotrimeprazine
mazindol;paroxetine
mazindol;perphenazine
mazindol;phenelzine
mazindol;prochlorperazine
mazindol;promazine
mazindol;promethazine
mazindol;propericiazine
mazindol;propiomazine
mazindol;rasagiline
mazindol;thiethylperazine
mazindol;thioridazine
mazindol;tranylcypromine
mazindol;trifluoperazine
mazindol;triflupromazine
mazindol;trimeprazine
mazindol;venlafaxine
colestipol;acenocoumarol
colestipol;anisindione
colestipol;chlorothiazide
colestipol;cholecalciferol
colestipol;dicumarol
colestipol;digoxin
colestipol;fluvastatin
colestipol;hydrocortisone
colestipol;levothyroxine
colestipol;liothyronine
colestipol;liotrix
colestipol;raloxifene
colestipol;sulindac
colestipol;thyroglobulin
colestipol;tiaprofenic_acid
colestipol;tolmetin
colestipol;torasemide
colestipol;trichlormethiazide
colestipol;ursodeoxycholic_acid
colestipol;warfarin
furazolidone;tetrabenazine
furazolidone;tolcapone
furazolidone;tramadol
furazolidone;tranylcypromine
furazolidone;trazodone
furazolidone;trimipramine
furazolidone;venlafaxine
furazolidone;zolmitriptan
almotriptan;citalopram
almotriptan;conivaptan
almotriptan;desvenlafaxine
almotriptan;dihydroergotamine
almotriptan;dihydroergotoxine
almotriptan;ergonovine
almotriptan;ergotamine
almotriptan;escitalopram
almotriptan;fluoxetine
almotriptan;fluvoxamine
almotriptan;isocarboxazid
almotriptan;itraconazole
almotriptan;ketoconazole
almotriptan;methylergonovine
almotriptan;methysergide
almotriptan;nefazodone
almotriptan;paroxetine
almotriptan;phenelzine
almotriptan;sertraline
almotriptan;sibutramine
almotriptan;tramadol
almotriptan;tranylcypromine
almotriptan;trazodone
almotriptan;trimipramine
almotriptan;venlafaxine
almotriptan;voriconazole
almotriptan;zolmitriptan
ropinirole;ciprofloxacin
ropinirole;fluvoxamine
ropinirole;paliperidone
ropinirole;thiothixene
ropinirole;ziprasidone
ropinirole;zuclopenthixol
sirolimus;atazanavir
sirolimus;clarithromycin
sirolimus;cyclosporine
sirolimus;diltiazem
sirolimus;erythromycin
sirolimus;fosphenytoin
sirolimus;itraconazole
sirolimus;ketoconazole
sirolimus;phenytoin
sirolimus;rifabutin
sirolimus;rifampin
sirolimus;tacrolimus
sirolimus;telithromycin
sirolimus;tipranavir
sirolimus;trandolapril
sirolimus;trastuzumab
sirolimus;voriconazole
pimecrolimus;bleomycin
pimecrolimus;carboplatin
pimecrolimus;carmustine
pimecrolimus;chlorambucil
pimecrolimus;cisplatin
pimecrolimus;cladribine
pimecrolimus;clofarabine
eplerenone;amiloride
eplerenone;bicalutamide
eplerenone;clarithromycin
eplerenone;conivaptan
eplerenone;erythromycin
eplerenone;fluconazole
eplerenone;itraconazole
eplerenone;ketoconazole
eplerenone;lithium
eplerenone;nefazodone
eplerenone;nelfinavir
eplerenone;polystyrene_sulfonate
eplerenone;potassium
eplerenone;ritonavir
eplerenone;saquinavir
eplerenone;spironolactone
eplerenone;telithromycin
eplerenone;trandolapril
eplerenone;treprostinil
eplerenone;triamterene
eplerenone;troleandomycin
eplerenone;verapamil
eplerenone;voriconazole
ampicillin;atenolol
ampicillin;demeclocycline
ampicillin;doxycycline
ampicillin;ethinyl_estradiol
ampicillin;mestranol
ampicillin;methacycline
ampicillin;methotrexate
ampicillin;minocycline
ampicillin;oxytetracycline
ampicillin;rolitetracycline
ampicillin;tetracycline
trihexyphenidyl;donepezil
trihexyphenidyl;galantamine
trihexyphenidyl;haloperidol
trihexyphenidyl;potassium_chloride
trihexyphenidyl;pramlintide
trihexyphenidyl;rivastigmine
trihexyphenidyl;secretin
trihexyphenidyl;tacrine
trihexyphenidyl;trimethobenzamide
trihexyphenidyl;triprolidine
trihexyphenidyl;trospium
mephenytoin;alprazolam
mephenytoin;aminophylline
mephenytoin;amiodarone
mephenytoin;aprepitant
mephenytoin;betamethasone
mephenytoin;capecitabine
mephenytoin;chloramphenicol
mephenytoin;chlordiazepoxide
mephenytoin;chlorpheniramine
mephenytoin;cimetidine
mephenytoin;ciprofloxacin
mephenytoin;clomifene
mephenytoin;clorazepate
mephenytoin;clozapine
mephenytoin;conjugated_estrogens
mephenytoin;cyclosporine
mephenytoin;dexamethasone
mephenytoin;diazepam
mephenytoin;diethylstilbestrol
mephenytoin;disopyramide
mephenytoin;disulfiram
mephenytoin;divalproex_sodium
mephenytoin;doxycycline
mephenytoin;estradiol
mephenytoin;ethinyl_estradiol
mephenytoin;felbamate
mephenytoin;felodipine
mephenytoin;fluconazole
mephenytoin;fludrocortisone
mephenytoin;fluorouracil
mephenytoin;fluoxetine
mephenytoin;flurazepam
mephenytoin;fluvoxamine
mephenytoin;folic_acid
mephenytoin;furosemide
mephenytoin;gabapentin
mephenytoin;gefitinib
mephenytoin;hydrocortisone
mephenytoin;imatinib
mephenytoin;isoniazid
mephenytoin;itraconazole
mephenytoin;lamotrigine
mephenytoin;levonorgestrel
mephenytoin;mebendazole
mephenytoin;medroxyprogesterone
mephenytoin;megestrol
mephenytoin;methadone
mephenytoin;methotrexate
mephenytoin;methoxsalen
mephenytoin;mexiletine
mephenytoin;midazolam
mephenytoin;mirtazapine
mephenytoin;norethindrone
mephenytoin;omeprazole
mephenytoin;oxcarbazepine
mephenytoin;oxtriphylline
mephenytoin;oxyphenbutazone
mephenytoin;phenylbutazone
mephenytoin;prednisolone
mephenytoin;prednisone
mephenytoin;quetiapine
mephenytoin;rifampin
mephenytoin;theophylline
mephenytoin;ticlopidine
mephenytoin;triamcinolone
mephenytoin;triazolam
hydrocortisone;acenocoumarol
hydrocortisone;acetylsalicylic_acid
hydrocortisone;ambenonium
hydrocortisone;amobarbital
hydrocortisone;anisindione
hydrocortisone;aprobarbital
hydrocortisone;bismuth_subsalicylate
hydrocortisone;butabarbital
hydrocortisone;butalbital
hydrocortisone;butethal
hydrocortisone;cholestyramine
hydrocortisone;colestipol
hydrocortisone;dicumarol
hydrocortisone;dihydroquinidine_barbiturate
hydrocortisone;edrophonium
hydrocortisone;ethotoin
hydrocortisone;fosphenytoin
hydrocortisone;heptabarbital
hydrocortisone;hexobarbital
hydrocortisone;magnesium_salicylate
hydrocortisone;mephenytoin
hydrocortisone;methohexital
hydrocortisone;methylphenobarbital
hydrocortisone;midodrine
hydrocortisone;neostigmine
hydrocortisone;pentobarbital
hydrocortisone;phenobarbital
hydrocortisone;phenytoin
hydrocortisone;primidone
hydrocortisone;pyridostigmine
hydrocortisone;quinidine_barbiturate
hydrocortisone;rifampin
hydrocortisone;salicylate-sodium
hydrocortisone;salsalate
hydrocortisone;secobarbital
hydrocortisone;tacrine
hydrocortisone;talbutal
hydrocortisone;trastuzumab
hydrocortisone;trisalicylate-choline
hydrocortisone;vecuronium
hydrocortisone;warfarin
zalcitabine;didanosine
zalcitabine;lamivudine
zalcitabine;pentamidine
zalcitabine;ribavirin
olmesartan;drospirenone
olmesartan;tobramycin
olmesartan;trandolapril
olmesartan;treprostinil
pyrimethamine;artemether
pyrimethamine;lumefantrine
pyrimethamine;tamoxifen
pyrimethamine;tamsulosin
pyrimethamine;tramadol
duloxetine;amitriptyline
duloxetine;ciprofloxacin
duloxetine;desipramine
duloxetine;desvenlafaxine
duloxetine;flecainide
duloxetine;fluvoxamine
duloxetine;imipramine
duloxetine;isocarboxazid
duloxetine;nortriptyline
duloxetine;phenelzine
duloxetine;propafenone
duloxetine;rasagiline
duloxetine;tamoxifen
duloxetine;tamsulosin
duloxetine;terbinafine
duloxetine;thiabendazole
duloxetine;thioridazine
duloxetine;tramadol
duloxetine;tranylcypromine
duloxetine;trazodone
duloxetine;trimipramine
duloxetine;triprolidine
duloxetine;venlafaxine
duloxetine;zolmitriptan
alverine;donepezil
alverine;galantamine
triamterene;benazepril
triamterene;candesartan
triamterene;captopril
triamterene;cilazapril
triamterene;drospirenone
triamterene;enalapril
triamterene;eplerenone
triamterene;eprosartan
triamterene;forasartan
triamterene;fosinopril
triamterene;indomethacin
triamterene;irbesartan
triamterene;lisinopril
triamterene;losartan
triamterene;moexipril
triamterene;perindopril
triamterene;polystyrene_sulfonate
triamterene;potassium
triamterene;quinapril
triamterene;ramipril
triamterene;saprisartan
triamterene;spirapril
triamterene;tasosartan
triamterene;telmisartan
triamterene;trandolapril
triamterene;treprostinil
triamterene;valsartan
penicillamine;digoxin
penicillamine;iron_dextran
tositumomab;natalizumab
tositumomab;trastuzumab
tadalafil;alfuzosin
tadalafil;amprenavir
tadalafil;atazanavir
tadalafil;clarithromycin
tadalafil;conivaptan
tadalafil;darunavir
tadalafil;delavirdine
tadalafil;doxazosin
tadalafil;fosamprenavir
tadalafil;imatinib
tadalafil;indinavir
tadalafil;isoniazid
tadalafil;isosorbide_dinitrate
tadalafil;isosorbide_mononitrate
tadalafil;itraconazole
tadalafil;ketoconazole
tadalafil;lopinavir
tadalafil;miconazole
tadalafil;nefazodone
tadalafil;nelfinavir
tadalafil;nicardipine
tadalafil;nitroglycerin
tadalafil;pentaerythritol_tetranitrate
tadalafil;phenoxybenzamine
tadalafil;phentolamine
tadalafil;posaconazole
tadalafil;prazosin
tadalafil;quinidine
tadalafil;rifampin
tadalafil;ritonavir
tadalafil;saquinavir
tadalafil;tamsulosin
tadalafil;telithromycin
tadalafil;terazosin
tadalafil;tipranavir
tadalafil;voriconazole
cefotaxime;amikacin
cefotaxime;gentamicin
cefotaxime;kanamycin
cefotaxime;neomycin
cefotaxime;netilmicin
cefotaxime;probenecid
cefotaxime;streptomycin
cefotaxime;tobramycin
simvastatin;amiodarone
simvastatin;amprenavir
simvastatin;atazanavir
simvastatin;bosentan
simvastatin;carbamazepine
simvastatin;clarithromycin
simvastatin;colchicine
simvastatin;cyclosporine
simvastatin;delavirdine
simvastatin;diltiazem
simvastatin;efavirenz
simvastatin;erythromycin
simvastatin;fenofibrate
simvastatin;fluconazole
simvastatin;fosamprenavir
simvastatin;fusidic_acid
simvastatin;gemfibrozil
simvastatin;imatinib
simvastatin;itraconazole
simvastatin;ketoconazole
simvastatin;nefazodone
simvastatin;nelfinavir
simvastatin;nevirapine
simvastatin;quinupristin
simvastatin;ranolazine
simvastatin;rifabutin
simvastatin;rifampin
simvastatin;telithromycin
simvastatin;tipranavir
simvastatin;verapamil
simvastatin;voriconazole
dihydrocodeine;triprolidine
isoproterenol;acebutolol
isoproterenol;amitriptyline
isoproterenol;amoxapine
isoproterenol;atenolol
isoproterenol;bisoprolol
isoproterenol;carvedilol
isoproterenol;clomipramine
isoproterenol;desipramine
isoproterenol;doxepin
isoproterenol;entacapone
isoproterenol;esmolol
isoproterenol;imipramine
isoproterenol;isocarboxazid
isoproterenol;labetalol
isoproterenol;linezolid
isoproterenol;methyldopa
isoproterenol;metoprolol
isoproterenol;midodrine
isoproterenol;moclobemide
isoproterenol;nadolol
isoproterenol;nortriptyline
isoproterenol;oxprenolol
isoproterenol;phenelzine
isoproterenol;pindolol
isoproterenol;propranolol
isoproterenol;rasagiline
isoproterenol;reserpine
isoproterenol;timolol
nitrazepam;clozapine
trastuzumab;abatacept
trastuzumab;abciximab
trastuzumab;adalimumab
trastuzumab;alemtuzumab
trastuzumab;altretamine
trastuzumab;amsacrine
trastuzumab;anakinra
trastuzumab;asparaginase
trastuzumab;azacitidine
trastuzumab;azathioprine
trastuzumab;basiliximab
trastuzumab;betamethasone
trastuzumab;bleomycin
trastuzumab;busulfan
trastuzumab;capecitabine
trastuzumab;carboplatin
trastuzumab;carmustine
trastuzumab;chlorambucil
trastuzumab;cisplatin
trastuzumab;cladribine
trastuzumab;clofarabine
trastuzumab;corticotropin
trastuzumab;cortisone_acetate
trastuzumab;cyclophosphamide
trastuzumab;cyclosporine
trastuzumab;cytarabine
trastuzumab;dacarbazine
trastuzumab;daclizumab
trastuzumab;dactinomycin
trastuzumab;daunorubicin
trastuzumab;denileukin_diftitox
trastuzumab;dexamethasone
trastuzumab;docetaxel
trastuzumab;doxorubicin
trastuzumab;efalizumab
trastuzumab;epirubicin
trastuzumab;erlotinib
trastuzumab;estramustine
trastuzumab;etanercept
trastuzumab;etoposide
trastuzumab;floxuridine
trastuzumab;fludarabine
trastuzumab;fludrocortisone
trastuzumab;fluorouracil
trastuzumab;gefitinib
trastuzumab;gemcitabine
trastuzumab;hydrocortisone
trastuzumab;hydroxyurea
trastuzumab;ibritumomab
trastuzumab;idarubicin
trastuzumab;ifosfamide
trastuzumab;imatinib
trastuzumab;infliximab
trastuzumab;irinotecan
trastuzumab;lenalidomide
trastuzumab;lomustine
trastuzumab;mechlorethamine
trastuzumab;melphalan
trastuzumab;mercaptopurine
trastuzumab;methotrexate
trastuzumab;methylprednisolone
trastuzumab;mitomycin
trastuzumab;mitoxantrone
trastuzumab;muromonab
trastuzumab;mycophenolate_mofetil
trastuzumab;mycophenolic_acid
trastuzumab;natalizumab
trastuzumab;nelarabine
trastuzumab;nilotinib
trastuzumab;oxaliplatin
trastuzumab;paclitaxel
trastuzumab;pegaspargase
trastuzumab;pentostatin
trastuzumab;prednisolone
trastuzumab;prednisone
trastuzumab;procarbazine
trastuzumab;rituximab
trastuzumab;sirolimus
trastuzumab;sorafenib
trastuzumab;streptozocin
trastuzumab;sunitinib
trastuzumab;tacrolimus
trastuzumab;temozolomide
trastuzumab;temsirolimus
trastuzumab;teniposide
trastuzumab;thalidomide
trastuzumab;thioguanine
trastuzumab;thiotepa
trastuzumab;topotecan
trastuzumab;tositumomab
trastuzumab;tretinoin
trastuzumab;triamcinolone
trastuzumab;valrubicin
trastuzumab;vinblastine
trastuzumab;vincristine
trastuzumab;vinorelbine
trastuzumab;certolizumab_pegol
trastuzumab;rilonacept
encainide;cisapride
lincomycin;aluminium
lincomycin;atracurium
lincomycin;attapulgite
lincomycin;doxacurium_chloride
lincomycin;erythromycin
lincomycin;kaolin
lincomycin;metocurine
lincomycin;mivacurium
lincomycin;pancuronium
lincomycin;pipecuronium
lincomycin;rocuronium
lincomycin;succinylcholine
lincomycin;tubocurarine
lincomycin;vecuronium
procarbazine;bezafibrate
procarbazine;brimonidine
procarbazine;buprenorphine
procarbazine;desvenlafaxine
procarbazine;digoxin
procarbazine;methotrexate
procarbazine;tetrabenazine
procarbazine;tolcapone
procarbazine;tramadol
procarbazine;tranylcypromine
procarbazine;trastuzumab
procarbazine;trazodone
procarbazine;trimipramine
procarbazine;venlafaxine
procarbazine;zolmitriptan
protriptyline;artemether
protriptyline;atazanavir
protriptyline;butabarbital
protriptyline;butalbital
protriptyline;cimetidine
protriptyline;cisapride
protriptyline;clonidine
protriptyline;desvenlafaxine
protriptyline;donepezil
protriptyline;epinephrine
protriptyline;fenoterol
protriptyline;fluoxetine
protriptyline;fluvoxamine
protriptyline;galantamine
protriptyline;grepafloxacin
protriptyline;guanethidine
protriptyline;isocarboxazid
protriptyline;lumefantrine
protriptyline;moclobemide
protriptyline;orciprenaline
protriptyline;phenelzine
protriptyline;phenylephrine
protriptyline;phenylpropanolamine
protriptyline;pseudoephedrine
protriptyline;quinidine
protriptyline;rasagiline
protriptyline;rifabutin
protriptyline;rifampin
protriptyline;tacrine
protriptyline;tacrolimus
protriptyline;terbinafine
protriptyline;terbutaline
protriptyline;terfenadine
protriptyline;thiothixene
protriptyline;toremifene
protriptyline;tramadol
protriptyline;tranylcypromine
protriptyline;trazodone
protriptyline;trimethobenzamide
protriptyline;trimipramine
protriptyline;triprolidine
protriptyline;trospium
protriptyline;venlafaxine
protriptyline;voriconazole
protriptyline;vorinostat
protriptyline;ziprasidone
protriptyline;zolmitriptan
protriptyline;zuclopenthixol
zuclopenthixol;abarelix
zuclopenthixol;amantadine
zuclopenthixol;amiodarone
zuclopenthixol;amitriptyline
zuclopenthixol;amoxapine
zuclopenthixol;apomorphine
zuclopenthixol;arsenic_trioxide
zuclopenthixol;asenapine
zuclopenthixol;azithromycin
zuclopenthixol;bromocriptine
zuclopenthixol;bupropion
zuclopenthixol;chlorpromazine
zuclopenthixol;cinacalcet
zuclopenthixol;cisapride
zuclopenthixol;citalopram
zuclopenthixol;clarithromycin
zuclopenthixol;clomipramine
zuclopenthixol;cocaine
zuclopenthixol;dasatinib
zuclopenthixol;delavirdine
zuclopenthixol;desipramine
zuclopenthixol;disopyramide
zuclopenthixol;dofetilide
zuclopenthixol;dolasetron
zuclopenthixol;domperidone
zuclopenthixol;donepezil
zuclopenthixol;doxepin
zuclopenthixol;dronedarone
zuclopenthixol;droperidol
zuclopenthixol;erythromycin
zuclopenthixol;escitalopram
